영업 내용,영업일,신규or기존,지역그룹,거래처,거래처 담당자,담당자,상태,영업 제품,업무 내용,Action_Type,검토상태
가톨릭병원 정보 수집,2026/03/13,신규 병원,세종충북,가톨릭병원 (https://app.notion.com/p/3b5fd9fcb8cd81aeb88ccf70b4f0cce9?pvs=21),"관리팀 총무팀, 구매",이재덕,영업완료,,면담안 됨,,완료
청주의료원 정보 수집,2026/03/13,기존 병원,세종충북,청주의료원 (https://app.notion.com/p/3b2fd9fcb8cd81c5a6aaf095c6e24261?pvs=21),정형외과 과장,이재덕,영업완료,,하이겐트(Hygent)디테일,,완료
보은한양병원 정보 수집,2026/03/13,신규 병원,세종충북,보은한양병원 (https://app.notion.com/p/3b5fd9fcb8cd81b4b358df27f0e822d8?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,소모품디테일,,완료
옥천성모병원 정보 수집,2026/03/13,기존 병원,세종충북,옥천성모병원 (https://app.notion.com/p/1d6490ab72a64fa7a1e874bed8d3ee80?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,출타중이라 못봄. 전화함.,,완료
가경유항gs 샘플 제공,2026/03/13,신규 병원,세종충북,가경유항외과 (https://app.notion.com/p/3b5fd9fcb8cd818a8007f4013ec40737?pvs=21),일반외과 원장,이재덕,영업완료,,수솔포제공.,,완료
아산웰마취통증 정보 수집,2026/03/16,신규 병원,천안아산,아산웰마취통증 (https://app.notion.com/p/3b5fd9fcb8cd81ef91f7fc6c0f057e2c?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,소모품 상담.,,완료
연합os 정보 수집,2026/03/16,신규 병원,세종충북,연합정형외과 (https://app.notion.com/p/3b5fd9fcb8cd8142b333f1a545e9ebaa?pvs=21),정형외과 사무장,이재덕,영업완료,,인사 드림,,완료
모태안여성병원 정보 수집,2026/03/16,기존 병원,세종충북,모태안여성병원 (https://app.notion.com/p/3b2fd9fcb8cd8155911ec5bd84013f09?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,수술들어감. 간호부장 dvt 디테일 설명.,,완료
뿌리병원 정보 수집,2026/03/16,신규 병원,세종충북,뿌리병원 (https://app.notion.com/p/3b5fd9fcb8cd81f39984c99b28445d1b?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,하이게트 디테일 설명. 기회되면 써달라고요청,,완료
하임브릿지os 정보 수집,2026/03/16,신규 병원,세종충북,하임브릿지정형외과 (https://app.notion.com/p/3b5fd9fcb8cd8134aa64c1051896a128?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,스프린트 정보 수집. 롤 많이사용하고 가벼운 타제품 사용중이라고함.,,완료
한국병원 정보 수집,2026/03/16,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),일반외과 과장,이재덕,영업완료,,수술들어감. 내일재방문하겠음.,,완료
새빛병원 정보 수집,2026/03/16,신규 병원,세종충북,새빛병원 (https://app.notion.com/p/3b5fd9fcb8cd81fabc63dd10bfb9deeb?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,면담안 됨,,완료
백승일os 정보 수집,2026/03/16,신규 병원,세종충북,백승일정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81d091ccc8671dab2193?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,면담안 됨.,,완료
청주성모병원 정보 수집,2026/03/17,기존 병원,세종충북,청주성모병원 (https://app.notion.com/p/ed182db368ac4f5f8de44f30f7d610ad?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,다음주 금요일즘 보자고함. 아직 결정안났음.,,완료
한국병원 샘플 제공,2026/03/17,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),일반외과 과장,이재덕,영업완료,,Dtg 데모 예정.,,완료
가경유항외과 정보 수집,2026/03/17,신규 병원,세종충북,가경유항외과 (https://app.notion.com/p/3b5fd9fcb8cd818a8007f4013ec40737?pvs=21),일반외과 원장,이재덕,영업완료,,수술들어가 못봄,,완료
제천 명지병원 정보 수집,2026/03/18,신규 병원,세종충북,제천명지병원 (https://app.notion.com/p/3b5fd9fcb8cd811f81d5cccde2960431?pvs=21),"관리팀 구매팀ㅅ상, 구매",이재덕,영업완료,,"Dvt, 압박스타킹 디테일 해봄. 이번에 들어온 스타킹 dc 올렸으나 부원장이 컷했다고함. 동종제품은 기존것 사용유지하고 향후 본기별로 dc회의 해서 선별하겠다고함. Os교수가 써보겠다고 했는데 컷되서 아직 말도 못하고 있다고 함. 외과 과장 하이겐트(Hygent) 디테일 하려고 했으나 시간없다고 면담 거절됨. Gs 1인이라 항상 바쁘다고함.",,완료
단양보건소 정보 수집,2026/03/18,신규 병원,세종충북,단양보건소 (https://app.notion.com/p/3b5fd9fcb8cd816bb92be66222bf31a1?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,지역 계약관련 문의함. 제품이 나라장터에 등록된 제품이면 큰 상관없다함. 일반제품은 감사시에 지적사항이 될수있어 어렵다고함. 단 충남북 단독 공급업체 라면 상관이 없다고함. 총판이 충남 충북 한곳만 있는 제품이면 될수있다고 함.,,완료
괴산 서부병원 정보 수집,2026/03/18,신규 병원,세종충북,괴산 서부병원 (https://app.notion.com/p/3b5fd9fcb8cd811da3c8c8873d8a8398?pvs=21),"관리팀 총무과장, 구매",이재덕,영업완료,,하이겐트(Hygent) 디테일 하였으나 가격대가 맞지않는다고함. Os 수술정도 하는데 현 액상타입 급여제품 사용해도 아무런 문제가 없었는데 힘들듯하다고 함. 써지소드는 이미 사용중임. 선척순이라도 좋은제품 가져오면 써주겠다 약속함,,완료
오창 호수병원 정보 수집,2026/03/18,신규 병원,세종충북,오창호수병원 (https://app.notion.com/p/3b5fd9fcb8cd817aba85c5616a2e4edd?pvs=21),정형외과 원장,이재덕,영업완료,,"하이겐트(Hygent) 디테일 설명함. 겐타큐, 콜라템프 사용안하고 있음. 유착방지 제품 너무 많다고함.",,완료
하안유 신규 아이템 소개,2026/03/20,기존 병원,세종충북,하안유산부인과 (https://app.notion.com/p/3b2fd9fcb8cd8100aa5fc71251e36c0b?pvs=21),산부인과 안수영실장,이은필,영업완료,,"베리큐어 브로셔+견적서+실물샘플 각1개씩 
[비고] 낱개샘플말고 실물샘플 각 1개씩 준비하고 견적서랑 브로셔 준비해서 드림.
다음주에 가서 최종 체크좀 해봐야함",,완료
엠에스여성병원 신규 아이템 소개,2026/03/23,기존 병원,세종충북,엠에스여성의원 (https://app.notion.com/p/3b2fd9fcb8cd81718778d8073602d2c4?pvs=21),산부인과 검사실 책임간호사,이은필,영업완료,,"prp킷트 관련미팅
[비고] 획기적이거나, 기존제품보다 편하다고 느끼지 않음, 오염관련해서도 와닿지 않음
[제공 샘플] PRP킷트",,완료
모태안산부인과 PRP킷트,2026/03/23,기존 병원,세종충북,모태안여성병원 (https://app.notion.com/p/3b2fd9fcb8cd8155911ec5bd84013f09?pvs=21),산부인과 난임과 연구소장님,이은필,영업완료,,"킷트관련미팅
[비고] 엠에스와마찬가지로 크게 버피코트 추출단계가 줄어들게 보이지 않음, 간호사 동행하여 같이 살펴보았으나 같은 반응, 가격도 비쌈 기존제품은 2만원 이하로 들어오고 있음",,완료
음성무척편한os 정보 수집,2026/03/24,신규 병원,세종충북,음성무척편한정형외과 (https://app.notion.com/p/3b5fd9fcb8cd81609d2efcfe327a83dd?pvs=21),정형외과 사무장,이재덕,영업완료,,"수술잡을옛성, 대송 전납, 기존 유착방지제 리큐드 타입만 써왔음.",,완료
하나병원 신규 아이템 소개,2026/03/24,기존 병원,세종충북,청주 하나병원 (https://app.notion.com/p/00b1783b8c6f4791ba486e1bed98675d?pvs=21),일반외과 과장,이재덕,영업완료,,"Dtg 일단 불발, 지속 설득예정.",,완료
방서미즈닥터 신규 아이템 소개,2026/03/24,신규 병원,세종충북,방서미즈닥터 (https://app.notion.com/p/3b5fd9fcb8cd81c79919eea9bf144109?pvs=21),산부인과 원장,이재덕,영업완료,,박원장 써지소드 급여제품 주문예정.,,완료
보은한양병원 샘플 제공,2026/03/25,신규 병원,세종충북,보은한양병원 (https://app.notion.com/p/3b5fd9fcb8cd81b4b358df27f0e822d8?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"대장내시경바지 샘플, 사용할듯.",,완료
옥천성모병원 신규 아이템 소개,2026/03/25,기존 병원,세종충북,옥천성모병원 (https://app.notion.com/p/1d6490ab72a64fa7a1e874bed8d3ee80?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,"겐타큐 디테일, 미사용중.",,완료
마디사랑병원 정보 수집,2026/03/25,신규 병원,세종충북,마디사랑병원 (https://app.notion.com/p/3b5fd9fcb8cd819082a8cd2c666e0e4a?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,콜라템프 별다른 연락받지못했다고함. 겐타큐는 이미 검토한제품이라 기회되면 하이겐트(Hygent)로 다시 설명달라고함.,,완료
가경유항외과 정보 수집,2026/03/26,신규 병원,세종충북,가경유항외과 (https://app.notion.com/p/3b5fd9fcb8cd818a8007f4013ec40737?pvs=21),일반외과 원장,이재덕,영업완료,,하지정맥케이스 없어 아직 못써봄. 다음주 율량외과 원장과 약속있다고함. 소개해줄테니 가보라고함.,,완료
청주성모병원 정보 수집,2026/03/27,기존 병원,세종충북,청주성모병원 (https://app.notion.com/p/ed182db368ac4f5f8de44f30f7d610ad?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,서지소드 피드백 받으러 갔으나 월말이고 대기자 많다고 다음주에 들러달라고 함. 원래 금요일 보기로 했는데 밀렸음.,,완료
청주 한국병원 정보 수집,2026/03/31,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),일반외과 과장,이재덕,영업완료,,"Dtg 사용전, 빠르면 이번주 부원장과 상의후 데모예정",,완료
뿌리병원 정보 수집,2026/03/31,신규 병원,세종충북,뿌리병원 (https://app.notion.com/p/3b5fd9fcb8cd81f39984c99b28445d1b?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,겐타큐 납품처 물어봤으나 안알려줌. 9만원대 납품이라고함.,,완료
세종엔케이 신규 아이템 소개,2026/04/01,신규 병원,대전논산,세종엔케이 (https://app.notion.com/p/3b5fd9fcb8cd8118b5f0d9168d9e8663?pvs=21),"관리팀 팀장 부재로  팀원미팅함., 구매",이은필,영업완료,,"서지소드 및 bng-tb 샘플나감.
[비고] 구매부서 통해서 1차 보여줘야함.
[다음 방문 예정일] 2026/04/08",,완료
충주 세종병원 정보 수집,2026/04/01,신규 병원,세종충북,충주 세종병원 (https://app.notion.com/p/3b5fd9fcb8cd81c9b092fa59d70ae1ef?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,수지 수술은 원주 연세병원으로 보낸다고함. 앞으로 수술거의 안해서 유착방지제 사용없다함.,,완료
충주 미래병원 정보 수집,2026/04/01,신규 병원,세종충북,미래산부인과 (https://app.notion.com/p/3b2fd9fcb8cd814c8c1df0966b7437b2?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,겐타큐 이야기함. 잘모르고 있음. 과장이나 병원장 봐야겠음.,,완료
충주 건대병원 신규 아이템 소개,2026/04/01,기존 병원,세종충북,건국대학교 충주병원 (https://app.notion.com/p/3c4ee56de1d148f59f4b8f2c63de6f08?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,겐타큐 외과에 전달해본다고함.,,완료
다나여성병원 정보 수집,2026/04/01,신규 병원,세종충북,다나여성병원 (https://app.notion.com/p/3b5fd9fcb8cd8151a796f3cdc8a9a1c3?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,스타킹 데모하기로함.,,완료
서산본병원 신규 아이템 소개,2026/04/02,신규 병원,서산당진,서산본병원 (https://app.notion.com/p/3b5fd9fcb8cd8123a43cc73d88054776?pvs=21),정형외과 간납사직원,이은필,영업완료,,"밴드골드픽스(급여) 및 펜코소드
1개씩 샘플나감",,완료
다나여성병원 샘플 제공,2026/04/08,신규 병원,세종충북,다나여성병원 (https://app.notion.com/p/3b5fd9fcb8cd8151a796f3cdc8a9a1c3?pvs=21),"관리팀 사무장, 구매",이재덕,영업완료,,Dvt 전달함. 다음주에 알려주겠다고함.,,완료
율량 유항외과 신규 아이템 소개,2026/04/08,신규 병원,세종충북,율량 유항외과 (https://app.notion.com/p/3b5fd9fcb8cd818e9bdcc633911d3c37?pvs=21),일반외과 신승현 원장,이재덕,영업완료,,수술팩 데모하기로함. 서지소드는 급여 비급여 상관없이 청구 안되기 기존거 사용한다고 함.,,완료
청추성모병원 정보 수집,2026/04/08,기존 병원,세종충북,청주성모병원 (https://app.notion.com/p/ed182db368ac4f5f8de44f30f7d610ad?pvs=21),"관리팀 구매과, 구매",이재덕,영업완료,,서지소드 er에서 피드백은 별로라고함. Er을 직접 공략해 봐야겠음.,,완료
서산엠산부인과 신규 아이템 소개,2026/04/28,신규 병원,서산당진,서산엠산부인과 (https://app.notion.com/p/3b5fd9fcb8cd81ac903de9d7a9234c30?pvs=21),산부인과 윤덕용원장님,이은필,영업완료,큐어폼 Cureform 5x7cm (https://app.notion.com/p/Cureform-5x7cm-3b2fd9fcb8cd8110a56ec09acca769d1?pvs=21),"원장님 미팅, 큐어폼 및 소공포 브로셔 나가고 큐어폼은 샘플나감.
[제공 샘플] 큐어폼",,완료
서산중앙 큐어폼,2026/04/28,기존 병원,서산당진,서산중앙병원 (https://app.notion.com/p/96fda86d9e5447878e3c62e2131a2304?pvs=21),"관리팀 성윤제과장미팅, 구매",이은필,영업완료,,큐어폼 브로수어 및 샘플 나감.,,완료
예산명지병원 큐어폼,2026/04/28,신규 병원,서산당진,예산명지병원 (https://app.notion.com/p/3b5fd9fcb8cd81e18637fb23141abf1f?pvs=21),일반외과 외과담당간호사,이은필,영업완료,,"큐어폼 브로셔전달, 샘플제공하지 않음. 원장님 바로 식사들어가서 미팅못함.",,완료
세종항도외과 신규 아이템 소개,2026/04/29,신규 병원,대전논산,세종항도외과 (https://app.notion.com/p/3b5fd9fcb8cd81fe93a8c316002e7d78?pvs=21),일반외과 박세염원장님,이은필,영업완료,,"처음방문, 원장님 친절하심, 소공포 및 펜코소드 설명드림
[비고] 5월중쯤에 재방문 예정",,완료
국립소방병원 샘플 제공,2026/05/13,신규 병원,세종충북,국립소방병원 (https://app.notion.com/p/3b5fd9fcb8cd81deb06ac995d7d642b9?pvs=21),산부인과 한명석교수,이재덕,영업완료,,"큐어폼, 자이네콜라(Gynecola) 디테일, 큐어폼은 화상센터에서 급여코드 잡으면 사용해볼만하다고함. 오후에 방문하였으나 면담안 됨, 차주 화상센터 방문예정.",,완료
국립소방병원 샘플 제공,2026/05/19,신규 병원,세종충북,국립소방병원 (https://app.notion.com/p/3b5fd9fcb8cd81deb06ac995d7d642b9?pvs=21),일반외과 김기호교수,이재덕,영업완료,큐어폼 Cureform 5x7cm (https://app.notion.com/p/Cureform-5x7cm-3b2fd9fcb8cd8110a56ec09acca769d1?pvs=21),"화상외과 과장님 금일 휴진, 환자없어 주일에 3일정도 계신다고함. 2진료실 일반외과 교수님 면담. 산부인과 한명석교수님 말씀 전달함. 큐어폼 생플젇날, 서지셀비교 가격 장점이라 소개함. 
[제공 샘플] 큐어폼",,완료
청주 담대항외과 샘플 제공,2026/05/27,신규 병원,세종충북,청주 담대항외과 (https://app.notion.com/p/3b5fd9fcb8cd81669692e58d3d837664?pvs=21),일반외과 수술방,이재덕,영업완료,,"라파팩, 소노젤 와이퍼 전달함. 와이퍼 좋아보인다함. 
[제공 샘플] 수술포",,완료
청주 다나병원 샘플 제공,2026/05/27,신규 병원,세종충북,청주 다나병원 (https://app.notion.com/p/3b5fd9fcb8cd81b4b0fafbaa746890bb?pvs=21),산부인과 간호과장,이재덕,영업완료,,"상지 스타킹 전달함. 하지 스타킹 선정될듯함. 총괄부장은 수술들어가서 못봄. 
[제공 샘플] 압박 스타킹",,완료
청주 한국병원 샘플 제공,2026/05/27,기존 병원,세종충북,청주 한국병원 (https://app.notion.com/p/ef784b1524834c199045e535d8e75bdd?pvs=21),수술방 구미희 간호사,이재덕,영업완료,,"일회용보비 전달, 어시스트 들어가서 다른간호사에게 전달함. 
[제공 샘플] 보비",,완료
국립소방병원 샘플 제공,2026/05/28,신규 병원,세종충북,국립소방병원 (https://app.notion.com/p/3b5fd9fcb8cd81deb06ac995d7d642b9?pvs=21),일반외과 문덕주교수,이재덕,영업완료,큐어폼 Cureform 5x7cm (https://app.notion.com/p/Cureform-5x7cm-3b2fd9fcb8cd8110a56ec09acca769d1?pvs=21),"큐어폼 디테일, obgy한명석교수님 멘트내용 전달함. 급여고 이야기듣고 싸다고 함. 의논해 본다고함. 원래 면담 잘한한다고 함. 
[제공 샘플] 큐어폼",,완료
